,Alias,AppAccountFlag,AttrStatus,ChatRoomId,City,ContactFlag,DisplayName,EncryChatRoomId,HeadImgUrl,HideInputBarFlag,IsOwner,KeyWord,MemberCount,MemberList,NickName,OwnerUin,PYInitial,PYQuanPin,Province,RemarkName,RemarkPYInitial,RemarkPYQuanPin,Sex,Signature,SnsFlag,StarFriend,Statues,Uin,UniFriend,UserName,VerifyFlag
12,,0,0,0,杭州,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=624385190&username=@3c763407ee2d18af9408029ee7196677&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],滨江网,0,BJW,binjiangwang,浙江,,,,0,滨江网（http://www.hzbj.com）——吃喝玩乐购，海量信息全都有。,0,0,0,0,0,@3c763407ee2d18af9408029ee7196677,8
13,,0,98459,0,广州,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=625942646&username=@2a76d1330516a7530d7d9c80e16afebc&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,mph,0,[],公众平台安全助手,0,GZPTAQZS,gongzhongpingtaianquanzhushou,广东,,,,0,提供微信公众号登录和群发等安全操作，在手机上查收消息、评论、赞赏，新建群发和查看群发历史。,0,0,0,0,0,@2a76d1330516a7530d7d9c80e16afebc,24
14,,0,0,0,金华,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=620769220&username=@86b0f1d4a1f6635150946f076cf848fa&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],该帐号已注销,0,GZHYZX,gaizhanghaoyizhuxiao,浙江,,,,0,,0,0,0,0,0,@86b0f1d4a1f6635150946f076cf848fa,8
15,,0,0,0,杭州,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=631149903&username=@7c6bc0b1f83c52c46838a15e2025ef1a&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],钱塘春晓幼儿园,0,QTCXYEY,qiantangchunxiaoyoueryuan,浙江,,,,0,钱塘春晓学前教育集团创办于2007年9月，是滨江区教育局直属公办园。目前集团下属：钱塘春晓幼儿园、钱塘春晓幼儿园月明分园、钱塘春晓幼儿园东方郡分园和明月江南幼儿园。让孩子们说着、唱着、跳着，尽显本色童年；画着、凑着、舞着，畅想美好明天！,0,0,0,0,0,@7c6bc0b1f83c52c46838a15e2025ef1a,8
16,,0,0,0,中山,515,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=625552849&username=@504d397bbf75b824b6c92a7d3612f0c1&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],乐心运动,0,YXYD,yuexinyundong,广东,,,,0,乐心手环和乐心智能秤专用公众号，随时关注你的运动健康数据，记录你的运动、睡眠及心率情况，并提供科学运动及减肥指导。,0,0,0,0,0,@504d397bbf75b824b6c92a7d3612f0c1,24
17,,0,0,0,宁波,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=625901067&username=@5e6c4bcd03f3f86b6b6947e105dc57d0&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],浙江可瑞舒适家,0,ZJKRSKJ,zhejiangkeruishukuojia,浙江,,,,0,专业提供：中央空调、地暖、暖气片、新风、水处理、水机地暖空调一体机、地源热泵、中央除湿、智能家居、别墅电梯的设计、销售、安装、售后一体化服务。浙江舒适家居行业优秀集成服务商，联系电话：4008113020,0,0,0,0,0,@5e6c4bcd03f3f86b6b6947e105dc57d0,29
18,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=625897750&username=@2538d488d33096d60086351a614423e1&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],企业小助手,0,QYXZS,qiyexiaozhushou,,,,,0,诺基亚通信投资有限公司,0,0,0,0,0,@2538d488d33096d60086351a614423e1,8
19,,0,0,0,浦东新区,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=637707251&username=@77973bb887d97c2952c85e5241b26a85&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],浦发银行信用卡小浦微服务,0,PFYXXYKXPWFW,pufayinxingxinyongkaxiaopuweifuwu,上海,,,,0,资料上传小助手,0,0,0,0,0,@77973bb887d97c2952c85e5241b26a85,24
20,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=625897749&username=@1de3b14292fa135fb1151a09f9dabfa3&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],诺基亚人,0,NJYR,nuojiyaren,,,,,0,诺基亚致力于投资数十亿互连设备世界中所离不开的技术，通过诺基亚通信通过网络基础设施软件、硬件和服务；通过地图提供位置智能；通过先进技术提供先进技术开发和许可。诺基亚通信作为全球移动宽带专家，始终处于每一代移动技术发展的最前沿。,0,0,0,0,0,@1de3b14292fa135fb1151a09f9dabfa3,24
21,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=637711976&username=@e78b9cd9452bb363aa8ec33fc637b9f4&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],ZJU学习帝,0,ZJUXXD,ZJUxuexidi,上海,,,,0,浙大校内神一般的公众号，关注用户覆盖90%浙大学生。记住：你今天不关注，以后总有一天会关注的。,0,0,0,0,0,@e78b9cd9452bb363aa8ec33fc637b9f4,8
22,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=640561359&username=@175eefd5e061abb2037dfee8759838a0&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],浙大MBA,0,ZDMBA,zhedaMBA,,,,,0,作为浙江大学MBA官方校友互动交流平台，为您提供最新活动资讯、招聘信息，搭建信息与资源的交互平台。,0,0,0,0,0,@175eefd5e061abb2037dfee8759838a0,24
23,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=640561361&username=@d1f41d539e61a4886bf4e8a264406ec8&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],企业小助手,0,QYXZS,qiyexiaozhushou,,,,,0,浙江大学MBA,0,0,0,0,0,@d1f41d539e61a4886bf4e8a264406ec8,8
24,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=640561364&username=@ab225019fe414d8ff3ca98c4210654e4&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],论坛,0,LT,luntan,,,,,0,浙大MBA校友论坛,0,0,0,0,0,@ab225019fe414d8ff3ca98c4210654e4,8
25,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=640561365&username=@d60465330505ab07731de29e02e26978&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],活动,0,HD,huodong,,,,,0,学校内部相关活动内容,0,0,0,0,0,@d60465330505ab07731de29e02e26978,8
26,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=640561366&username=@ed5580a6b39b71872f103c3aa404a48c&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],校友,0,XY,xiaoyou,,,,,0,浙大MBA的校友,0,0,0,0,0,@ed5580a6b39b71872f103c3aa404a48c,8
27,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=640561367&username=@5e72b5ac4c96dc679d0ac1172ff88d3e&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],项目介绍,0,XMJS,xiangmujieshao,,,,,0,项目介绍,0,0,0,0,0,@5e72b5ac4c96dc679d0ac1172ff88d3e,8
28,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=640561368&username=@bb578dd431b9b523b2871c2f200a0c15&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],新闻资讯,0,XWZX,xinwenzixun,,,,,0,新闻资讯,0,0,0,0,0,@bb578dd431b9b523b2871c2f200a0c15,8
29,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=640561369&username=@49cea149ff1e3642b431976fb7a1e438&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],办事指南,0,BSZN,banshizhina,,,,,0,办事指南,0,0,0,0,0,@49cea149ff1e3642b431976fb7a1e438,8
30,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=640561370&username=@0380cb8a986607b44c0b0488918ccfcb&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],职业发展,0,ZYFZ,zhiyefazhan,,,,,0,职业发展,0,0,0,0,0,@0380cb8a986607b44c0b0488918ccfcb,8
31,,0,0,0,杭州,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=647096622&username=@3d83d4270a82af2ae5fff5f58e816e9c&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],小萝卜王国,0,XLBWG,xiaoluobuwangguo,浙江,,,,0,3-12岁是孩子智力发育关键期，STEAM玩具可高效刺激孩子智力发展。我们是领先的STEAM教育和租赁平台，提供最专业的STEAM玩具共享服务！,0,0,0,0,0,@3d83d4270a82af2ae5fff5f58e816e9c,24
32,,0,0,0,杭州,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=647137979&username=@bd5b5552cce0265a173ece1e3f10e840&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],西禾坊,0,XHF,xihefang,浙江,,,,0,西禾坊突破传统快餐菜色单一、服务老套的固定模式，推出菜肴搭配丰富、营养均衡的中式“便当”，特色主营台式便当。,0,0,0,0,0,@bd5b5552cce0265a173ece1e3f10e840,8
33,,0,0,0,黄浦,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=640572026&username=@64e50d968fbf82dc7cf463d023cd0d1a&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],姜超宏观债券研究,0,JCHGZQYJ,jiangchaohongguanzhaiquanyanjiu,上海,,,,0,海通证券宏观债券研究员，发布个人观点，及时更新，以更便捷的方式和大家交流,0,0,0,0,0,@64e50d968fbf82dc7cf463d023cd0d1a,8
34,,0,0,0,杭州,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=621270266&username=@1f05e6280f6ceddf7364dbfe75a28f48&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],杭州12333,0,HZ12333,hangzhou12333,浙江,,,,0,杭州市人力资源和社会保障相关信息发布,0,0,0,0,0,@1f05e6280f6ceddf7364dbfe75a28f48,8
35,,0,0,0,杭州,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=620059258&username=@78be54adaa0c5125b6ce47b7332232bf&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],harrynsn,0,HARRYNSN,harrynsn,浙江,,,,0,关于如何用数据来看待生活中的各种话题,0,0,0,0,0,@78be54adaa0c5125b6ce47b7332232bf,8
36,,0,0,0,杭州,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=625921628&username=@1d5cddf0dc5b4f3b87c3028c4b78ea4f&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],该帐号已冻结,0,GZHYDJ,gaizhanghaoyidongjie,浙江,,,,0,,0,0,0,0,0,@1d5cddf0dc5b4f3b87c3028c4b78ea4f,8
37,,0,0,0,杭州,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=647112127&username=@57a86e20a12ddf9ae104c759656936ec&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],子豹,0,ZB,zibao,浙江,,,,0,生活也是大事业,0,0,0,0,0,@57a86e20a12ddf9ae104c759656936ec,8
38,,0,0,0,广州,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=647101616&username=@d345fe18d16130f2d97c60afc1fa0a4b&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],,0,,,广东,,,,0,上海美食分享平台。专注分享上海美食攻略，搜罗最劲爆的上海特色小吃，上海本土美食一网打尽！,0,0,0,0,0,@d345fe18d16130f2d97c60afc1fa0a4b,24
39,,0,0,0,杭州,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=628699997&username=@700f8f92f285349ef27db5871b8fb586&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],2015我们在浙里,0,2015WMZZL,2015womenzaizheli,浙江,,,,0,我们是2015级MBAer！我们在浙里！,0,0,0,0,0,@700f8f92f285349ef27db5871b8fb586,8
40,,0,0,0,苏州,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=640561816&username=@9562a23b0631fe1718e11b689519d2c9&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],自严自语,0,ZYZY,ziyanziyu,江苏,,,,0,价值创造，智慧分享。专业洞见，细节精炼。,0,0,0,0,0,@9562a23b0631fe1718e11b689519d2c9,8
41,,0,0,0,杭州,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=632290235&username=@f76a986ff2698f8b0bfa9e5a75a8e9b1&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],杭州浙江大学校友会,0,HZZJDXXYH,hangzhouzhejiangdaxuexiaoyouhui,浙江,,,,0,杭州浙江大学校友会，公忠坚毅，创领未来！,0,0,0,0,0,@f76a986ff2698f8b0bfa9e5a75a8e9b1,24
42,,0,0,0,朝阳,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=625906647&username=@ee37963f4bb4a17fa4edbd9892f184a1&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],罗辑思维,0,LJSW,luojisaiwei,北京,,,,0,每天一段罗胖的60秒语音，推荐一本值得阅读的好书。 关注罗辑思维，我们一起终身学习。,0,0,0,0,0,@ee37963f4bb4a17fa4edbd9892f184a1,24
43,,0,0,0,海淀,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=640568571&username=@0383f5b61ca6b74cc65b2ae8cd7b7287&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],书途,0,ST,shutu,北京,,,,0,由品红汇、投融中国联盟发起创建  好书推荐|主播领读|每天线上分享|每周读书笔记|每月线下沙龙  每天扔掉手机一小时，把阅读养成习惯！ 帮助企业家每年通读52本书！,0,0,0,0,0,@0383f5b61ca6b74cc65b2ae8cd7b7287,8
44,,0,0,0,杭州,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=637732249&username=@f354a676cbb4ccbb9573dba5e26650f7&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],2015MBA周末1班,0,2015MBAZM1B,2015MBAzhoumo1ban,浙江,,,,0,班级通知、班级活动、课程作业与考试、读书会、案例分享等,0,0,0,0,0,@f354a676cbb4ccbb9573dba5e26650f7,8
45,,0,0,0,浦东新区,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=647227192&username=@bf52518a6b9ef9041a60e4534f73faea&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],MacStock,0,MACSTOCK,MacStock,上海,,,,0,苹果超市，坚持提供Apple Mac日常所需，10000位苹果用户的第一选择,0,0,0,0,0,@bf52518a6b9ef9041a60e4534f73faea,8
46,,0,0,0,杭州,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=647281915&username=@b76e5559c23fdf8ea1cb2ef7bff7058a&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],无浊之隅,0,WZZY,wuzhuozhiyu,浙江,,,,0,聊聊交易，谈谈我的心得和体会。,0,0,0,0,0,@b76e5559c23fdf8ea1cb2ef7bff7058a,8
47,,0,0,0,杭州,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=620506812&username=@50394c6174c248e151eae78c164d7c0a&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],雾霾生存手册,0,WMSCSC,wumaishengcunshouce,浙江,,,,0,PM2.5、可入肺颗粒物、大气污染...这些与雾霾相关的名词，你是否已经耳熟能详，却又一知半解？本号由杭州骑友方达创建，旨在向公众普及雾霾相关知识，并教授各种控霾防霾手段。关注《雾霾生存手册》，让自己在雾霾时代活得清新一点！,0,0,0,0,0,@50394c6174c248e151eae78c164d7c0a,24
48,,0,0,0,深圳,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=647357343&username=@9655da4ec3077e6086c025ab36899e41&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],顺丰速运,0,SFSY,shunfengsuyun,广东,,,,0,快件信息实时收，会员权益等你拿。顺丰速运出品，一款提供在线寄件、一小时上门、快递单号查询、网点查询、运费查询等相关服务的快递物流公众号。查快递、寄快递用顺丰，不止是快。,0,0,0,0,0,@9655da4ec3077e6086c025ab36899e41,24
49,,0,0,0,杭州,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=647393835&username=@e5a4598f17b29f6f4451351a4de447c0&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],杭州图书馆,0,HZTSG,hangzhoutushuguan,浙江,,,,0,杭州图书馆（杭州市解放东路58号市民中心J楼，官网：www.hzlib.net）工作日周二至周日9:00-21:00；总服务台电话：0571-86535111,0,0,0,0,0,@e5a4598f17b29f6f4451351a4de447c0,24
50,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=647406692&username=@9f8683ec911362953e0c9efcd37408f3&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],新闻坊,0,XWF,xinwenfang,,,,,0,这里精选每日最新行业时事新闻的“坊间快讯”，更有风趣幽默的“一只耳”热点播报，欢迎关注！,0,0,0,0,0,@9f8683ec911362953e0c9efcd37408f3,8
51,,0,0,0,广州,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=663007398&username=@788fd26ea2421e3c8079d6e76e71ebee&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],广发金融工程研究,0,GFJRGCYJ,guangfajinronggongchengyanjiu,广东,,,,0,定期发布团队最新研究成果及观点，欢迎交流！,0,0,0,0,0,@788fd26ea2421e3c8079d6e76e71ebee,24
52,,0,0,0,朝阳,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=663036297&username=@f3376a5cd30e9843c7dc874cdd7b17b1&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],格上私募圈,0,GSSMJ,geshangsimujuan,北京,,,,0,格上理财旗下专注私募行业的微信公众号。每天精选私募行业动态、私募大佬观点、私募研究报告与您分享，同时涵盖宏观经济、个股、投资理念方面的精华文章。了解私募行业，关注格上私募圈！,0,0,0,0,0,@f3376a5cd30e9843c7dc874cdd7b17b1,24
53,,0,0,0,广州,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=663003396&username=@7fc0bb166bbf62229536519519c692c0&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],租租车,0,ZZC,zuzuche,广东,,,,0,租租车是2000万人都在用的出境租车APP，可在线预订近200个国家地区的租车服务及景点门票。提供最具性价比的生活灵感与体验，不定期有0元探世界福利。点击“关注”免费获取价值599元的旅行神器！,0,0,0,0,0,@7fc0bb166bbf62229536519519c692c0,24
54,,0,0,0,徐州,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=663038255&username=@9952cb6acee3db7b5d1216eb4fc36ca3&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],脚本之家,0,JBZJ,jiaobenzhijia,江苏,,,,0,脚本之家（jb51.net）每天提供最新IT类资讯、原创内容、编程开发的教程与经验分享，送书福利天天在等你！,0,0,0,0,0,@9952cb6acee3db7b5d1216eb4fc36ca3,24
55,,0,0,0,东城,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=663039219&username=@103a681b2efc305c9660d5e32580f681&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],云栖社区,0,YQSO,yunqisheou,北京,,,,0,云栖社区是由阿里云负责运营、阿里巴巴技术协会和阿里巴巴集团各技术团队提供内容支持的开放式技术社区。,0,0,0,0,0,@103a681b2efc305c9660d5e32580f681,24
56,,0,0,0,浦东新区,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=647424125&username=@d2920e2ba9ca13589389fd78c3152a02&skey=@crypt_66beaad_7489847fe7bbe92e5ce6e72039801ce8,0,0,gh_,0,[],平安养老险,0,PAYLX,pinganyanglaoxian,上海,,,,0,为客户提供保障查询、理赔查询、服务手册查询、业务咨询等服务,0,0,0,0,0,@d2920e2ba9ca13589389fd78c3152a02,24
